Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
927,12,8,8,EdTech,Bangalore,542227,665057,Yes,High,5000000
928,6,6,5,FinTech,Hyderabad,1113844,309218,No,Low,500000
929,8,12,6,EdTech,Bangalore,1672032,1935778,Yes,High,5000000
930,20,4,8,EdTech,Hyderabad,1344438,497372,No,Low,500000
931,9,2,10,EdTech,Hyderabad,1053919,1590327,Yes,High,5000000
932,20,6,8,FinTech,Chennai,1320363,842671,No,Low,500000
933,5,5,1,HealthTech,Pune,1823143,1879546,Yes,High,5000000
934,16,1,2,HealthTech,Bangalore,362640,368099,Yes,High,5000000
935,10,1,8,HealthTech,Bangalore,683722,1335535,Yes,High,5000000
936,17,4,6,AI,Delhi,1944224,300220,No,Low,500000
937,13,5,3,E-Commerce,Pune,1547407,899256,No,Low,500000
938,2,5,7,AI,Chennai,1417675,1918988,Yes,High,5000000
939,17,0,1,AgriTech,Chennai,819123,1521876,Yes,High,5000000
940,8,12,3,EdTech,Mumbai,515851,1305219,Yes,High,5000000
941,5,15,10,CleanTech,Mumbai,1394160,113843,No,Low,500000
942,13,2,2,EdTech,Mumbai,596452,617159,Yes,High,5000000
943,3,9,3,HealthTech,Delhi,968039,596250,No,Low,500000
944,3,7,1,E-Commerce,Pune,1887385,1506049,No,Low,500000
945,4,2,3,CleanTech,Hyderabad,1863124,1603066,No,Low,500000
946,7,7,9,EdTech,Kolkata,592906,1034885,Yes,High,5000000
947,6,12,3,AI,Delhi,1257191,692470,No,Low,500000
948,13,10,6,AgriTech,Hyderabad,1248170,1897467,Yes,High,5000000
949,14,2,8,E-Commerce,Bangalore,1336494,1823420,Yes,High,5000000
950,7,13,8,EdTech,Hyderabad,1201652,1089046,No,Low,500000
951,4,0,2,EdTech,Delhi,671211,1185684,Yes,High,5000000
952,2,2,9,AgriTech,Delhi,1392534,2202358,Yes,High,5000000
953,11,15,7,HealthTech,Hyderabad,963797,2209093,Yes,High,5000000
954,20,8,10,CleanTech,Delhi,1561490,1598156,Yes,High,5000000
955,2,4,10,AI,Delhi,697996,1342063,Yes,High,5000000
956,12,6,3,E-Commerce,Kolkata,1477331,1969481,Yes,High,5000000
957,12,6,7,E-Commerce,Delhi,1434194,195897,No,Low,500000
958,20,8,5,AI,Chennai,629583,1927400,Yes,High,5000000
959,10,0,10,AI,Mumbai,268553,377125,Yes,High,5000000
960,19,0,7,AI,Mumbai,620989,372210,No,Low,500000
961,18,15,3,CleanTech,Mumbai,1288970,1764724,Yes,High,5000000
962,5,0,1,HealthTech,Pune,462635,463450,Yes,High,5000000
963,13,6,3,E-Commerce,Pune,1674305,2153657,Yes,High,5000000
964,19,1,5,E-Commerce,Delhi,83406,2276249,Yes,High,5000000
965,19,6,7,CleanTech,Chennai,1353611,2392986,Yes,High,5000000
966,10,12,9,CleanTech,Kolkata,264119,35698,No,Low,500000
967,4,7,8,EdTech,Delhi,1560159,1316297,No,Low,500000
968,17,4,7,AgriTech,Pune,316543,871698,Yes,High,5000000
969,15,10,4,AI,Bangalore,479605,1885120,Yes,High,5000000
970,19,10,6,CleanTech,Pune,1094006,2065322,Yes,High,5000000
971,17,14,9,HealthTech,Bangalore,1489454,504623,No,Low,500000
972,19,13,10,CleanTech,Mumbai,89004,464894,Yes,High,5000000
973,9,4,2,AgriTech,Hyderabad,204809,1521131,Yes,High,5000000
974,7,14,8,AI,Kolkata,654517,885782,Yes,High,5000000
975,16,7,2,E-Commerce,Chennai,896064,1507941,Yes,High,5000000
976,12,15,10,EdTech,Delhi,258969,29619,No,Low,500000
977,14,11,9,HealthTech,Pune,436841,2375387,Yes,High,5000000
978,7,7,4,FinTech,Delhi,66077,1484406,Yes,High,5000000
979,14,10,8,EdTech,Kolkata,319526,1760368,Yes,High,5000000
980,15,8,3,EdTech,Pune,1400917,270463,No,Low,500000
981,13,5,10,AI,Bangalore,1025345,1973221,Yes,High,5000000
982,11,15,3,CleanTech,Delhi,219690,944500,Yes,High,5000000
983,20,9,9,AgriTech,Mumbai,1768810,1008924,No,Low,500000
984,8,4,9,CleanTech,Mumbai,376601,1953166,Yes,High,5000000
985,9,1,7,FinTech,Delhi,820453,551141,No,Low,500000
986,19,1,6,FinTech,Pune,1773013,2339491,Yes,High,5000000
987,20,14,3,EdTech,Pune,1540826,539275,No,Low,500000
988,4,10,3,E-Commerce,Mumbai,368494,2039942,Yes,High,5000000
989,8,10,3,E-Commerce,Delhi,1038096,2181377,Yes,High,5000000
990,17,9,8,AI,Hyderabad,373836,307517,No,Low,500000
991,5,1,3,E-Commerce,Mumbai,421362,509723,Yes,High,5000000
992,13,13,6,CleanTech,Chennai,409338,1623371,Yes,High,5000000
993,15,13,5,HealthTech,Bangalore,856121,108266,No,Low,500000
994,7,0,6,FinTech,Chennai,248451,1959883,Yes,High,5000000
995,7,1,8,FinTech,Bangalore,184510,2000640,Yes,High,5000000
996,10,13,9,AgriTech,Bangalore,1120497,631835,No,Low,500000
997,8,11,6,AgriTech,Mumbai,1750434,502234,No,Low,500000
998,14,13,7,FinTech,Bangalore,1868540,1869486,Yes,High,5000000
999,6,0,5,EdTech,Kolkata,1785872,578838,No,Low,500000
1000,19,15,6,HealthTech,Chennai,62552,881331,Yes,High,5000000
1001,9,13,10,EdTech,Kolkata,555311,1795870,Yes,High,5000000
1002,17,6,5,AI,Delhi,1474227,1485033,Yes,High,5000000
1003,17,3,5,E-Commerce,Mumbai,1988093,1616925,No,Low,500000
1004,11,9,7,FinTech,Hyderabad,318354,1771813,Yes,High,5000000
1005,20,2,9,FinTech,Pune,1415466,1331015,No,Low,500000
1006,20,6,9,EdTech,Delhi,1971248,1201669,No,Low,500000
1007,9,15,6,AI,Hyderabad,1668231,431834,No,Low,500000
1008,3,6,8,E-Commerce,Mumbai,397074,1525377,Yes,High,5000000
1009,5,0,1,CleanTech,Pune,303670,1920584,Yes,High,5000000
1010,12,4,9,HealthTech,Chennai,355583,841386,Yes,High,5000000
1011,17,15,10,E-Commerce,Delhi,1663567,941139,No,Low,500000
1012,20,7,2,AgriTech,Mumbai,1818590,655938,No,Low,500000
1013,2,9,4,AI,Delhi,982143,1353263,Yes,High,5000000
1014,16,0,9,FinTech,Bangalore,1832031,2461261,Yes,High,5000000
1015,11,10,5,E-Commerce,Mumbai,254915,1089062,Yes,High,5000000
1016,9,15,7,CleanTech,Mumbai,667194,1960707,Yes,High,5000000
1017,2,3,7,EdTech,Delhi,1653571,1511230,No,Low,500000
1018,16,12,5,AgriTech,Mumbai,369526,1704674,Yes,High,5000000
1019,7,15,10,E-Commerce,Mumbai,1643556,216469,No,Low,500000
1020,20,12,3,E-Commerce,Kolkata,1098167,734474,No,Low,500000
1021,3,11,5,E-Commerce,Mumbai,1282321,811062,No,Low,500000
1022,15,5,4,AgriTech,Bangalore,386193,279012,No,Low,500000
1023,8,2,6,E-Commerce,Kolkata,390680,762994,Yes,High,5000000
1024,16,0,10,EdTech,Chennai,1352644,858659,No,Low,500000
1025,10,10,9,EdTech,Mumbai,1633985,1330255,No,Low,500000
1026,13,1,5,AgriTech,Mumbai,1603723,393761,No,Low,500000
1027,5,0,8,HealthTech,Pune,781281,2007937,Yes,High,5000000
1028,18,4,7,FinTech,Hyderabad,1878400,1128734,No,Low,500000
1029,14,1,3,CleanTech,Hyderabad,1659007,980335,No,Low,500000
1030,8,2,3,E-Commerce,Delhi,922739,1207882,Yes,High,5000000
1031,5,15,1,EdTech,Mumbai,445409,1521812,Yes,High,5000000
1032,10,14,9,HealthTech,Mumbai,53293,1329274,Yes,High,5000000
1033,20,15,1,AgriTech,Mumbai,978511,2283250,Yes,High,5000000
1034,18,13,10,FinTech,Hyderabad,1953022,1835966,No,Low,500000
1035,15,5,10,HealthTech,Pune,1954382,1647361,No,Low,500000
1036,8,15,10,E-Commerce,Hyderabad,1199028,1846130,Yes,High,5000000
1037,16,8,5,CleanTech,Mumbai,1078832,133371,No,Low,500000
1038,10,11,2,HealthTech,Bangalore,510361,2263804,Yes,High,5000000
1039,4,9,9,EdTech,Hyderabad,194137,1711721,Yes,High,5000000
1040,5,3,7,AI,Mumbai,1050513,1261405,Yes,High,5000000
1041,18,10,2,AgriTech,Bangalore,96431,32961,No,Low,500000
1042,8,9,4,FinTech,Mumbai,1706181,2467892,Yes,High,5000000
1043,3,3,7,E-Commerce,Pune,369084,2330485,Yes,High,5000000
1044,3,0,1,AI,Pune,306154,540377,Yes,High,5000000
1045,8,14,5,AgriTech,Hyderabad,117974,56573,No,Low,500000
1046,5,3,4,CleanTech,Pune,309156,20485,No,Low,500000
1047,5,14,5,FinTech,Hyderabad,589708,426633,No,Low,500000
1048,6,13,10,E-Commerce,Bangalore,1246062,2309790,Yes,High,5000000
1049,11,14,5,AgriTech,Kolkata,202466,426820,Yes,High,5000000
1050,12,3,2,EdTech,Kolkata,1900228,1473066,No,Low,500000
1051,12,6,4,EdTech,Chennai,1001074,404290,No,Low,500000
1052,12,15,9,HealthTech,Hyderabad,817056,189974,No,Low,500000
1053,14,7,4,FinTech,Mumbai,520302,1905490,Yes,High,5000000
1054,15,5,5,E-Commerce,Delhi,1048349,1241047,Yes,High,5000000
1055,16,14,4,FinTech,Mumbai,1019886,1152057,Yes,High,5000000
1056,14,13,10,E-Commerce,Kolkata,1397083,1480157,Yes,High,5000000
1057,5,5,8,HealthTech,Chennai,1960791,1327055,No,Low,500000
1058,7,8,3,EdTech,Pune,766124,1876324,Yes,High,5000000
1059,3,4,5,E-Commerce,Mumbai,1740731,662427,No,Low,500000
1060,8,14,1,AI,Pune,1700267,2342728,Yes,High,5000000
1061,4,15,6,CleanTech,Mumbai,1675715,1191789,No,Low,500000
1062,12,11,5,AI,Kolkata,1199902,746082,No,Low,500000
1063,4,9,7,HealthTech,Kolkata,1451779,893656,No,Low,500000
1064,18,5,6,AI,Bangalore,1928656,834564,No,Low,500000
1065,12,15,7,AgriTech,Pune,575534,2144083,Yes,High,5000000
1066,8,3,10,AgriTech,Delhi,220784,900077,Yes,High,5000000
1067,20,0,3,EdTech,Chennai,1134104,1376579,Yes,High,5000000
1068,7,6,10,E-Commerce,Hyderabad,1898318,740527,No,Low,500000
1069,19,6,6,AI,Kolkata,1815984,1823285,Yes,High,5000000
1070,9,1,1,FinTech,Mumbai,152370,2493583,Yes,High,5000000
1071,8,11,9,E-Commerce,Chennai,1343026,1057989,No,Low,500000
1072,15,5,3,EdTech,Pune,133100,2177837,Yes,High,5000000
1073,4,7,4,EdTech,Bangalore,1067973,2017133,Yes,High,5000000
1074,4,15,3,E-Commerce,Pune,1849719,1352277,No,Low,500000
1075,4,2,1,FinTech,Pune,1193435,99076,No,Low,500000
1076,5,14,8,AI,Delhi,431298,1337212,Yes,High,5000000
1077,7,4,1,AI,Delhi,905915,1094978,Yes,High,5000000
1078,15,7,9,EdTech,Bangalore,1379082,685638,No,Low,500000
1079,4,15,7,AI,Mumbai,1279390,1644106,Yes,High,5000000
1080,12,10,1,CleanTech,Kolkata,1066056,644420,No,Low,500000
1081,7,0,4,AgriTech,Mumbai,1559307,490770,No,Low,500000
1082,12,9,1,EdTech,Bangalore,273339,1945321,Yes,High,5000000
1083,7,9,5,AI,Chennai,1506324,328316,No,Low,500000
1084,4,8,8,FinTech,Hyderabad,1763589,1201688,No,Low,500000
1085,18,15,6,EdTech,Delhi,1283616,2261655,Yes,High,5000000
1086,2,10,7,AgriTech,Kolkata,132685,1560210,Yes,High,5000000
1087,2,0,6,CleanTech,Delhi,71565,1997818,Yes,High,5000000
1088,5,0,5,AI,Pune,248127,2391200,Yes,High,5000000
1089,9,6,10,FinTech,Hyderabad,930412,566998,No,Low,500000
1090,20,12,6,HealthTech,Delhi,1934879,1749733,No,Low,500000
1091,12,14,8,AgriTech,Kolkata,403444,1114932,Yes,High,5000000
1092,18,13,9,AI,Bangalore,219911,2289354,Yes,High,5000000
1093,17,1,5,E-Commerce,Kolkata,1071941,629510,No,Low,500000
1094,20,3,9,FinTech,Hyderabad,1119650,1980557,Yes,High,5000000
1095,4,5,3,CleanTech,Delhi,999439,935014,No,Low,500000
1096,20,11,1,E-Commerce,Pune,611908,2121376,Yes,High,5000000
1097,9,1,4,AgriTech,Kolkata,1010827,228119,No,Low,500000
1098,14,3,4,AI,Mumbai,223906,578949,Yes,High,5000000
1099,8,14,9,HealthTech,Bangalore,134279,1215762,Yes,High,5000000
1100,17,2,6,E-Commerce,Kolkata,690502,1253714,Yes,High,5000000
1101,16,15,1,EdTech,Bangalore,510116,1945601,Yes,High,5000000
1102,16,12,8,AI,Bangalore,1183123,693848,No,Low,500000
1103,15,3,3,E-Commerce,Hyderabad,1368628,633377,No,Low,500000
1104,16,5,2,HealthTech,Pune,1549779,944862,No,Low,500000
1105,18,2,3,FinTech,Chennai,260886,1175585,Yes,High,5000000
1106,20,8,5,E-Commerce,Bangalore,488130,512738,Yes,High,5000000
1107,14,3,1,FinTech,Bangalore,300901,2375248,Yes,High,5000000
1108,14,0,4,AI,Bangalore,921545,1422335,Yes,High,5000000
1109,7,7,9,AgriTech,Mumbai,939363,134112,No,Low,500000
1110,14,9,1,FinTech,Bangalore,89989,447929,Yes,High,5000000
1111,7,11,2,EdTech,Chennai,1064071,2160573,Yes,High,5000000
1112,13,13,2,AI,Delhi,1319242,1151312,No,Low,500000
1113,4,13,10,EdTech,Chennai,1363967,414659,No,Low,500000
1114,19,3,2,AI,Pune,1910460,2086161,Yes,High,5000000
1115,15,4,4,HealthTech,Hyderabad,1100025,752699,No,Low,500000
1116,8,10,8,FinTech,Kolkata,1458572,1401817,No,Low,500000
1117,10,12,10,AI,Kolkata,626183,1159038,Yes,High,5000000
1118,15,1,5,HealthTech,Mumbai,1740223,2200091,Yes,High,5000000
1119,20,11,4,FinTech,Bangalore,624979,1507501,Yes,High,5000000
1120,3,5,1,FinTech,Chennai,1122950,412933,No,Low,500000
1121,10,7,3,FinTech,Delhi,1986290,1048086,No,Low,500000
1122,16,13,4,AgriTech,Chennai,1889969,841582,No,Low,500000
1123,15,5,5,AgriTech,Hyderabad,1424838,576335,No,Low,500000
1124,5,4,3,EdTech,Kolkata,67066,1121264,Yes,High,5000000
1125,18,5,3,FinTech,Chennai,1427069,875046,No,Low,500000
1126,16,15,8,CleanTech,Pune,90966,337564,Yes,High,5000000
1127,18,7,5,CleanTech,Delhi,709895,1498405,Yes,High,5000000
1128,14,1,1,AI,Chennai,1774358,1247122,No,Low,500000
1129,20,8,3,FinTech,Kolkata,559651,1752794,Yes,High,5000000
1130,7,7,2,FinTech,Pune,1366222,1371728,Yes,High,5000000
1131,4,1,6,EdTech,Chennai,442999,668622,Yes,High,5000000
1132,3,15,4,HealthTech,Kolkata,1395945,418119,No,Low,500000
1133,7,12,3,EdTech,Kolkata,1967095,614739,No,Low,500000
1134,8,6,8,CleanTech,Pune,1944135,255601,No,Low,500000
1135,3,11,10,FinTech,Delhi,112643,1489404,Yes,High,5000000
1136,16,15,10,CleanTech,Bangalore,1532795,2371314,Yes,High,5000000
1137,11,1,10,FinTech,Kolkata,1207040,700905,No,Low,500000
1138,20,4,2,EdTech,Bangalore,493243,978344,Yes,High,5000000
1139,18,8,8,E-Commerce,Kolkata,217224,1519977,Yes,High,5000000
1140,11,1,1,E-Commerce,Hyderabad,274802,1932242,Yes,High,5000000
1141,12,9,9,CleanTech,Pune,1278763,842478,No,Low,500000
1142,16,12,1,AI,Pune,149445,533761,Yes,High,5000000
1143,9,12,4,E-Commerce,Kolkata,533394,386297,No,Low,500000
1144,4,0,9,FinTech,Hyderabad,1253173,1411905,Yes,High,5000000
1145,12,1,9,FinTech,Bangalore,1239863,336084,No,Low,500000
1146,17,12,3,E-Commerce,Pune,1619208,161685,No,Low,500000
1147,11,10,9,AI,Hyderabad,1379175,1506924,Yes,High,5000000
1148,20,1,1,FinTech,Pune,202762,1509996,Yes,High,5000000
1149,12,9,3,FinTech,Mumbai,1923937,670475,No,Low,500000
1150,3,4,8,AI,Delhi,1581678,1625424,Yes,High,5000000
1151,5,4,1,FinTech,Hyderabad,1275414,880967,No,Low,500000
1152,14,10,1,E-Commerce,Mumbai,905722,2243685,Yes,High,5000000
1153,18,7,1,CleanTech,Mumbai,1254379,428939,No,Low,500000
1154,17,7,3,E-Commerce,Hyderabad,576878,2209265,Yes,High,5000000
1155,8,6,7,AI,Pune,549933,1468730,Yes,High,5000000
1156,3,4,2,EdTech,Kolkata,1880363,186251,No,Low,500000
1157,19,12,6,EdTech,Mumbai,992487,1353634,Yes,High,5000000
1158,5,0,8,AgriTech,Mumbai,916944,2278317,Yes,High,5000000
1159,17,6,9,AI,Hyderabad,659532,94112,No,Low,500000
1160,7,6,3,CleanTech,Chennai,1081685,2387047,Yes,High,5000000
1161,9,14,7,EdTech,Chennai,487862,913355,Yes,High,5000000
1162,3,8,10,E-Commerce,Hyderabad,417417,2187986,Yes,High,5000000
1163,19,6,1,E-Commerce,Chennai,688620,2157868,Yes,High,5000000
1164,17,13,9,EdTech,Kolkata,944063,2232472,Yes,High,5000000
1165,9,15,7,E-Commerce,Kolkata,274082,1798386,Yes,High,5000000
1166,10,2,2,AgriTech,Mumbai,835772,53651,No,Low,500000
1167,16,8,6,AI,Bangalore,1068192,226887,No,Low,500000
1168,17,2,7,FinTech,Delhi,1873252,1928606,Yes,High,5000000
1169,6,8,5,HealthTech,Kolkata,1586407,764420,No,Low,500000
1170,8,12,5,HealthTech,Mumbai,1079251,151399,No,Low,500000
1171,16,7,4,E-Commerce,Delhi,1556163,1935412,Yes,High,5000000
1172,5,1,8,AgriTech,Hyderabad,1872337,1401273,No,Low,500000
1173,3,13,10,HealthTech,Chennai,1073100,1267448,Yes,High,5000000
1174,17,14,8,FinTech,Pune,1907286,201358,No,Low,500000
1175,5,2,3,FinTech,Chennai,903997,2468249,Yes,High,5000000
1176,9,4,7,CleanTech,Pune,1122704,1315856,Yes,High,5000000
1177,10,6,10,AI,Kolkata,1857691,2497481,Yes,High,5000000
1178,4,11,2,AI,Bangalore,1304264,1588121,Yes,High,5000000
1179,5,5,10,CleanTech,Delhi,395400,235131,No,Low,500000
1180,7,1,2,AgriTech,Chennai,206506,221858,Yes,High,5000000
1181,6,7,2,EdTech,Bangalore,375182,724775,Yes,High,5000000
1182,15,7,4,AgriTech,Chennai,317345,1044635,Yes,High,5000000
1183,2,12,2,CleanTech,Bangalore,676671,1027958,Yes,High,5000000
1184,14,14,1,CleanTech,Pune,168485,2298993,Yes,High,5000000
1185,3,15,9,FinTech,Pune,1907517,2352008,Yes,High,5000000
1186,12,8,9,EdTech,Delhi,930829,258629,No,Low,500000
1187,14,10,6,EdTech,Chennai,1636791,2358104,Yes,High,5000000
1188,9,9,7,HealthTech,Bangalore,827266,1463300,Yes,High,5000000
1189,16,4,3,CleanTech,Mumbai,1652905,1488848,No,Low,500000
1190,19,12,5,AgriTech,Chennai,1456664,123386,No,Low,500000
1191,9,15,10,AI,Delhi,636662,2014932,Yes,High,5000000
1192,8,9,6,HealthTech,Chennai,1725597,2259761,Yes,High,5000000
1193,12,6,10,AgriTech,Kolkata,1637779,2018935,Yes,High,5000000
1194,11,6,9,AI,Mumbai,430024,1093302,Yes,High,5000000
1195,13,15,3,HealthTech,Pune,1107844,862090,No,Low,500000
1196,19,14,9,AI,Delhi,921898,1782948,Yes,High,5000000
1197,14,1,6,AgriTech,Kolkata,1567696,855368,No,Low,500000
1198,17,2,3,FinTech,Pune,652145,114366,No,Low,500000
1199,18,8,5,E-Commerce,Hyderabad,787502,672077,No,Low,500000
1200,14,0,7,HealthTech,Mumbai,756769,1752162,Yes,High,5000000
1201,8,9,4,EdTech,Pune,1283976,1777518,Yes,High,5000000
1202,19,0,1,EdTech,Hyderabad,1404545,667573,No,Low,500000
1203,17,10,2,EdTech,Kolkata,1014589,247933,No,Low,500000
1204,19,5,7,AI,Bangalore,945640,2216547,Yes,High,5000000
1205,17,3,4,E-Commerce,Hyderabad,1004480,1244029,Yes,High,5000000
1206,4,11,5,CleanTech,Hyderabad,573494,116833,No,Low,500000
1207,12,0,8,AgriTech,Bangalore,688671,2376540,Yes,High,5000000
1208,19,5,2,AI,Hyderabad,1432838,508951,No,Low,500000
1209,4,15,1,AgriTech,Pune,1465629,2262525,Yes,High,5000000
1210,12,6,8,FinTech,Bangalore,1982548,1335378,No,Low,500000
1211,5,3,9,E-Commerce,Delhi,1580254,1386323,No,Low,500000
1212,3,4,1,HealthTech,Bangalore,484837,944756,Yes,High,5000000
1213,10,1,2,EdTech,Pune,1642913,2369438,Yes,High,5000000
1214,8,2,8,E-Commerce,Mumbai,503060,1409478,Yes,High,5000000
1215,4,4,9,AgriTech,Chennai,1044365,165675,No,Low,500000
1216,18,9,10,AgriTech,Chennai,1180703,921249,No,Low,500000
1217,7,7,9,HealthTech,Delhi,870522,810741,No,Low,500000
1218,11,5,10,HealthTech,Delhi,357863,1204055,Yes,High,5000000
1219,9,6,1,CleanTech,Bangalore,1451174,102986,No,Low,500000
1220,19,14,4,AgriTech,Bangalore,1727595,34930,No,Low,500000
1221,15,0,1,HealthTech,Mumbai,1799246,2167509,Yes,High,5000000
1222,10,15,4,EdTech,Mumbai,424565,1912133,Yes,High,5000000
1223,18,15,7,CleanTech,Bangalore,1051724,1404885,Yes,High,5000000
1224,19,12,5,FinTech,Bangalore,823133,1128833,Yes,High,5000000
1225,20,3,8,HealthTech,Delhi,1323941,2183837,Yes,High,5000000
1226,2,14,10,EdTech,Mumbai,1911115,819734,No,Low,500000
1227,12,12,3,E-Commerce,Pune,1803910,480239,No,Low,500000
1228,11,10,1,AI,Kolkata,208088,1185069,Yes,High,5000000
1229,4,1,9,CleanTech,Bangalore,728184,502403,No,Low,500000
1230,19,13,1,CleanTech,Hyderabad,962196,1129544,Yes,High,5000000
1231,20,8,7,FinTech,Kolkata,940998,2241986,Yes,High,5000000
1232,13,5,5,EdTech,Kolkata,623819,1104798,Yes,High,5000000
1233,9,11,8,FinTech,Hyderabad,1107467,1069999,No,Low,500000
1234,19,13,5,EdTech,Bangalore,664167,708852,Yes,High,5000000
1235,14,5,5,AgriTech,Kolkata,141388,2022322,Yes,High,5000000
1236,10,9,2,FinTech,Delhi,110044,905041,Yes,High,5000000
1237,2,7,2,E-Commerce,Mumbai,141547,90014,No,Low,500000
1238,11,10,8,HealthTech,Kolkata,985401,1537449,Yes,High,5000000
1239,10,14,4,AgriTech,Hyderabad,1953283,1829382,No,Low,500000
1240,5,3,5,E-Commerce,Delhi,1169113,1494060,Yes,High,5000000
1241,16,5,5,FinTech,Kolkata,306293,459003,Yes,High,5000000
1242,4,3,4,HealthTech,Bangalore,1835897,2160071,Yes,High,5000000
1243,2,10,5,CleanTech,Mumbai,1497690,727365,No,Low,500000
1244,3,9,10,E-Commerce,Pune,817691,2377243,Yes,High,5000000
1245,16,1,1,AgriTech,Kolkata,834126,2145031,Yes,High,5000000
1246,18,8,1,EdTech,Hyderabad,1024244,281834,No,Low,500000
1247,20,13,4,AgriTech,Mumbai,190357,1344895,Yes,High,5000000
1248,2,12,3,FinTech,Bangalore,1416827,335539,No,Low,500000
1249,18,11,8,CleanTech,Delhi,1766250,220750,No,Low,500000
1250,14,6,10,EdTech,Mumbai,608746,2066100,Yes,High,5000000
1251,19,5,10,CleanTech,Kolkata,1107592,2378739,Yes,High,5000000
1252,10,1,8,EdTech,Hyderabad,117617,99977,No,Low,500000
1253,9,14,6,CleanTech,Hyderabad,170214,1473071,Yes,High,5000000
1254,16,4,8,EdTech,Hyderabad,1281301,845467,No,Low,500000
1255,16,3,3,CleanTech,Hyderabad,428979,1554704,Yes,High,5000000
1256,11,5,1,AI,Bangalore,991056,47099,No,Low,500000
1257,5,9,10,CleanTech,Chennai,1949678,133266,No,Low,500000
1258,8,15,1,HealthTech,Mumbai,170393,1725229,Yes,High,5000000
1259,4,2,7,AI,Chennai,1412247,600307,No,Low,500000
1260,2,10,3,HealthTech,Chennai,1506171,2475657,Yes,High,5000000
1261,6,2,9,FinTech,Bangalore,1876640,616825,No,Low,500000
1262,12,13,4,FinTech,Mumbai,1792347,870235,No,Low,500000
1263,14,11,2,AI,Mumbai,1901887,1465627,No,Low,500000
1264,20,10,1,HealthTech,Hyderabad,1778111,996405,No,Low,500000
1265,13,0,5,AgriTech,Mumbai,1280099,2053170,Yes,High,5000000
1266,6,0,5,HealthTech,Mumbai,1248979,361948,No,Low,500000
1267,6,7,1,EdTech,Chennai,1420400,1418529,No,Low,500000
1268,20,5,4,AgriTech,Pune,1687393,591655,No,Low,500000
1269,2,0,9,E-Commerce,Mumbai,300518,2277963,Yes,High,5000000
1270,4,6,9,AgriTech,Mumbai,1658536,70549,No,Low,500000
1271,17,4,8,AgriTech,Mumbai,60132,894869,Yes,High,5000000
1272,14,13,4,HealthTech,Chennai,1337882,325219,No,Low,500000
1273,15,0,2,HealthTech,Bangalore,1803061,1141069,No,Low,500000
1274,5,4,8,E-Commerce,Bangalore,527684,387785,No,Low,500000
1275,7,9,6,FinTech,Bangalore,1017043,2044861,Yes,High,5000000
1276,6,2,3,E-Commerce,Pune,1165113,2408709,Yes,High,5000000
1277,2,2,3,CleanTech,Mumbai,1831912,2149925,Yes,High,5000000
1278,18,12,1,AI,Kolkata,784653,142234,No,Low,500000
1279,12,8,2,HealthTech,Hyderabad,1850261,2059757,Yes,High,5000000
1280,6,2,9,HealthTech,Hyderabad,1587372,640194,No,Low,500000
1281,12,5,2,E-Commerce,Chennai,632356,1407207,Yes,High,5000000
1282,13,10,8,E-Commerce,Pune,1418510,1887670,Yes,High,5000000
1283,5,1,1,E-Commerce,Delhi,735238,1671485,Yes,High,5000000
1284,9,4,7,FinTech,Chennai,1698694,1198611,No,Low,500000
1285,3,11,4,AgriTech,Chennai,826181,587209,No,Low,500000
1286,2,1,10,E-Commerce,Bangalore,1929571,1506605,No,Low,500000
1287,16,15,2,CleanTech,Mumbai,1512140,721910,No,Low,500000
1288,10,14,8,E-Commerce,Mumbai,463179,1254284,Yes,High,5000000
1289,4,4,7,CleanTech,Chennai,1162988,217349,No,Low,500000
1290,2,11,8,E-Commerce,Bangalore,1058559,1266513,Yes,High,5000000
1291,9,13,7,FinTech,Kolkata,1599079,628718,No,Low,500000
1292,18,7,9,EdTech,Delhi,721832,1881525,Yes,High,5000000
1293,3,11,9,AgriTech,Bangalore,1897372,1726349,No,Low,500000
1294,19,12,10,AgriTech,Delhi,1257312,1734617,Yes,High,5000000
1295,19,4,1,FinTech,Bangalore,143744,660230,Yes,High,5000000
1296,18,9,9,HealthTech,Hyderabad,1759758,2137859,Yes,High,5000000
1297,12,10,5,HealthTech,Mumbai,166043,1194983,Yes,High,5000000
1298,3,2,5,AgriTech,Bangalore,1086495,958505,No,Low,500000
1299,6,12,2,AI,Bangalore,1819273,2416260,Yes,High,5000000
1300,4,0,3,E-Commerce,Pune,1164795,2090974,Yes,High,5000000
1301,19,3,7,E-Commerce,Mumbai,1498137,1615325,Yes,High,5000000
1302,5,1,7,EdTech,Hyderabad,1888321,457045,No,Low,500000
1303,8,4,6,E-Commerce,Mumbai,909018,1451658,Yes,High,5000000
1304,5,0,9,EdTech,Mumbai,190076,2182939,Yes,High,5000000
1305,2,5,5,CleanTech,Delhi,1573583,2009447,Yes,High,5000000
1306,10,6,9,AI,Chennai,1774940,147772,No,Low,500000
1307,14,14,5,E-Commerce,Hyderabad,556814,2195131,Yes,High,5000000
1308,19,12,2,AgriTech,Hyderabad,495697,1425510,Yes,High,5000000
1309,7,13,2,HealthTech,Kolkata,1874041,1864407,No,Low,500000
1310,9,13,2,HealthTech,Chennai,1104950,2361558,Yes,High,5000000
1311,8,14,8,CleanTech,Mumbai,586669,2067576,Yes,High,5000000
